element_number;x[m];y[m];z_middle[m];t[mm]
481.0;0.05;0.55;0.193401524329;237.245067018
482.0;0.05;0.65;0.20794845773;213.357329136
483.0;0.05;0.75;0.222675768568;189.74945342
484.0;0.05;0.85;0.23785914642;166.42795457
485.0;0.05;0.95;0.253744839479;144.475100407
486.0;0.05;1.05;0.270644462196;124.563329538
487.0;0.05;1.15;0.289289127902;107.889676965
488.0;0.05;1.25;0.310651483858;96.5076981354
489.0;0.05;1.35;0.333896370266;89.3095434302
490.0;0.05;1.45;0.356541825262;81.4012542889
491.0;0.05;1.55;0.378098041731;71.0171758368
492.0;0.05;1.65;0.401179124044;63.2131436343
493.0;0.05;1.75;0.427230401953;61.2647911934
494.0;0.05;1.85;0.454534866472;62.0706980636
495.0;0.05;1.95;0.481687876174;62.6957464682
496.0;0.15;0.05;0.153797182877;311.596185019
497.0;0.15;0.15;0.155401710328;309.12246395
498.0;0.15;0.25;0.162286866744;292.521002427
499.0;0.15;0.35;0.17522032315;266.557168899
500.0;0.15;0.45;0.19046744777;237.9430244
501.0;0.15;0.55;0.204965160595;212.395617187
502.0;0.15;0.65;0.218893581421;189.351356915
503.0;0.15;0.75;0.233531477124;167.43659815
504.0;0.15;0.85;0.24919492351;146.45259772
505.0;0.15;0.95;0.265454088136;126.534837759
506.0;0.15;1.05;0.28238767272;108.045605843
507.0;0.15;1.15;0.301430976354;93.4788264338
508.0;0.15;1.25;0.324070446831;85.8805632901
509.0;0.15;1.35;0.348908282503;83.1684555411
510.0;0.15;1.45;0.372503960972;78.6000551118
511.0;0.15;1.55;0.394074433114;69.7098611245
512.0;0.15;1.65;0.416581421174;62.1725917774
513.0;0.15;1.75;0.441970715272;60.2495282726
514.0;0.15;1.85;0.468831498551;61.4968074416
515.0;0.15;1.95;0.495465003591;62.4638743118
516.0;0.25;0.05;0.154896143899;309.380320209
517.0;0.25;0.15;0.16227436796;292.500027979
518.0;0.25;0.25;0.17716740394;262.013639477
519.0;0.25;0.35;0.190380296565;235.258135036
520.0;0.25;0.45;0.202159079746;212.971088435
521.0;0.25;0.55;0.214952547647;189.35225824
522.0;0.25;0.65;0.22915695364;166.008292468
523.0;0.25;0.75;0.244608796401;145.127983002
524.0;0.25;0.85;0.26119494548;127.276618621
525.0;0.25;0.95;0.278630074829;111.401971407
526.0;0.25;1.05;0.297112521205;97.4065892972
527.0;0.25;1.15;0.317225783662;86.465228869
528.0;0.25;1.25;0.33887855532;78.6473867606
529.0;0.25;1.35;0.36182592515;73.4511058318
530.0;0.25;1.45;0.386353835545;71.2825602166
531.0;0.25;1.55;0.412254168448;71.937097979
532.0;0.25;1.65;0.438134576814;72.7558245285
533.0;0.25;1.75;0.463301175987;72.1543786783
534.0;0.25;1.85;0.488512674745;71.5554021213
535.0;0.25;1.95;0.513752256337;71.0664610049
536.0;0.35;0.05;0.164240117873;289.883041722
537.0;0.35;0.15;0.175226924163;266.566700573
538.0;0.35;0.25;0.190372356373;235.239643976
539.0;0.35;0.35;0.203240606336;209.29822694
540.0;0.35;0.45;0.214264081336;187.854006222
541.0;0.35;0.55;0.226654521912;166.958694524
542.0;0.35;0.65;0.241236956063;145.628642067
543.0;0.35;0.75;0.257260049116;126.450329769
544.0;0.35;0.85;0.274324534471;110.635101393
545.0;0.35;0.95;0.292602987531;97.8843790736
546.0;0.35;1.05;0.312350771356;87.8358905579
547.0;0.35;1.15;0.333371255399;80.1002722605
548.0;0.35;1.25;0.355143771052;73.9091303235
549.0;0.35;1.35;0.377926724913;69.7027375356
550.0;0.35;1.45;0.402719755866;69.3216784821
551.0;0.35;1.55;0.42928487117;72.5333286699
552.0;0.35;1.65;0.45567454297;75.73633175
553.0;0.35;1.75;0.480668854152;76.280640006
554.0;0.35;1.85;0.504886407404;75.1557284698
555.0;0.35;1.95;0.529089184317;73.9278275642
556.0;0.45;0.05;0.178525191953;262.879165072
557.0;0.45;0.15;0.190467373352;237.949192579
558.0;0.45;0.25;0.202159053681;212.969210091
559.0;0.45;0.35;0.21426874878;187.863299594
560.0;0.45;0.45;0.226780386546;165.912521956
561.0;0.45;0.55;0.240389210393;146.272294014
562.0;0.45;0.65;0.255497204254;127.875199515
563.0;0.45;0.75;0.271698987559;111.141116096
564.0;0.45;0.85;0.2888831886;97.0825218832
565.0;0.45;0.95;0.307595117322;86.4807096492
566.0;0.45;1.05;0.328101156857;79.2342811596
567.0;0.45;1.15;0.350023632493;74.5672192461
568.0;0.45;1.25;0.372988860847;72.0030827255
569.0;0.45;1.35;0.39674866375;71.1732733636
570.0;0.45;1.45;0.420912182467;71.2463883017
571.0;0.45;1.55;0.445111669767;71.3594890286
572.0;0.45;1.65;0.469284570853;71.3906663504
573.0;0.45;1.75;0.493351573092;71.2655692791
574.0;0.45;1.85;0.517118572017;70.5730450674
575.0;0.45;1.95;0.540871923682;69.7987914215
576.0;0.55;0.05;0.19336611559;237.179917966
577.0;0.55;0.15;0.204949446666;212.366584908
578.0;0.55;0.25;0.21495489101;189.357279753
579.0;0.55;0.35;0.226663849207;166.977113056
580.0;0.55;0.45;0.240394181317;146.281817571
581.0;0.55;0.55;0.255136847761;128.08741036
582.0;0.55;0.65;0.270651936049;111.916796225
583.0;0.55;0.75;0.287132682274;97.7879404761
584.0;0.55;0.85;0.304905135538;86.4446659879
585.0;0.55;0.95;0.324376629153;78.567286936
586.0;0.55;1.05;0.345587333578;73.9972485862
587.0;0.55;1.15;0.368141897438;71.9595037197
588.0;0.55;1.25;0.391603339355;71.7766982478
589.0;0.55;1.35;0.415351258964;72.3710177112
590.0;0.55;1.45;0.438555350915;72.0423157626
591.0;0.55;1.55;0.461023009583;70.1705345465
592.0;0.55;1.65;0.483487587837;68.1406047045
593.0;0.55;1.75;0.506457251985;67.1008448635
594.0;0.55;1.85;0.52967129995;66.6041451693
595.0;0.55;1.95;0.552960789571;66.2608838237
596.0;0.65;0.05;0.207929788209;213.309248662
597.0;0.65;0.15;0.218882335355;189.325532239
598.0;0.65;0.25;0.229157603615;166.009725973
599.0;0.65;0.35;0.241243234354;145.642136594
600.0;0.65;0.45;0.255500327364;127.882185986
601.0;0.65;0.55;0.270651449979;111.916273198
602.0;0.65;0.65;0.286420144099;97.9222124195
603.0;0.65;0.75;0.303539297678;86.6633128996
604.0;0.65;0.85;0.322462045052;78.870177436
605.0;0.65;0.95;0.343020976921;74.3027855843
606.0;0.65;1.05;0.364820730976;72.2343656063
607.0;0.65;1.15;0.387397430155;71.7404935558
608.0;0.65;1.25;0.410241803452;71.8353909689
609.0;0.65;1.35;0.432960583915;71.750292463
610.0;0.65;1.45;0.455371754759;71.0831556511
611.0;0.65;1.55;0.477534150398;69.8947206451
612.0;0.65;1.65;0.499674599084;68.6139509248
613.0;0.65;1.75;0.521998209221;67.6742631079
614.0;0.65;1.85;0.544536213026;67.1747995567
615.0;0.65;1.95;0.567120461566;66.7900444146
616.0;0.75;0.05;0.222689036376;189.770427759
617.0;0.75;0.15;0.233534170605;167.439395239
618.0;0.75;0.25;0.244610131513;145.130310168
619.0;0.75;0.35;0.257262221093;126.455154559
620.0;0.75;0.45;0.271698425534;111.140410247
621.0;0.75;0.55;0.287129927253;97.782714005
622.0;0.75;0.65;0.303537487146;86.6599167741
623.0;0.75;0.75;0.321642271012;78.8837443175
624.0;0.75;0.85;0.341638560808;74.4761242518
625.0;0.75;0.95;0.362917410266;72.5946198966
626.0;0.75;1.05;0.384800150391;72.0687407981
627.0;0.75;1.15;0.406838320426;71.9742463229
628.0;0.75;1.25;0.428705058859;71.5656395097
629.0;0.75;1.35;0.450387277145;70.7426547804
630.0;0.75;1.45;0.472180052887;70.0880875836
631.0;0.75;1.55;0.494211413943;69.9217708277
632.0;0.75;1.65;0.516249078535;69.8087152502
633.0;0.75;1.75;0.53814383883;69.4116104797
634.0;0.75;1.85;0.560009638305;68.9455391619
635.0;0.75;1.95;0.581830396827;68.4002872229
636.0;0.85;0.05;0.237874250552;166.460900506
637.0;0.85;0.15;0.249200115057;146.46389882
638.0;0.85;0.25;0.261196751248;127.280317138
639.0;0.85;0.35;0.274325783958;110.637512748
640.0;0.85;0.45;0.288882223924;97.0804436419
641.0;0.85;0.55;0.304902580514;86.4394264872
642.0;0.85;0.65;0.322460262344;78.8665224548
643.0;0.85;0.75;0.341638230757;74.4754023201
644.0;0.85;0.85;0.362177071821;72.6854453336
645.0;0.85;0.95;0.383425980919;72.1880450972
646.0;0.85;1.05;0.404782738686;72.0233870128
647.0;0.85;1.15;0.425999171119;71.6641668722
648.0;0.85;1.25;0.447066533497;71.0033335984
649.0;0.85;1.35;0.468099986799;70.2247395007
650.0;0.85;1.45;0.48927421398;69.6938634825
651.0;0.85;1.55;0.510631068944;69.5405425127
652.0;0.85;1.65;0.532015604407;69.4741708357
653.0;0.85;1.75;0.553291374084;69.2017271277
654.0;0.85;1.85;0.574465103486;68.7195479995
655.0;0.85;1.95;0.595592102349;68.139478788
656.0;0.95;0.05;0.253744327072;144.477218743
657.0;0.95;0.15;0.265452059585;126.532289541
658.0;0.95;0.25;0.278630272389;111.402759326
659.0;0.95;0.35;0.292604736041;97.887744359
660.0;0.95;0.45;0.307595619892;86.4814812055
661.0;0.95;0.55;0.32437578599;78.5654057754
662.0;0.95;0.65;0.343020491845;74.301654675
663.0;0.95;0.75;0.362917839341;72.5953491322
664.0;0.95;0.85;0.383426485192;72.1889586182
665.0;0.95;0.95;0.404087214811;72.1156724281
666.0;0.95;1.05;0.424616124835;71.7056885583
667.0;0.95;1.15;0.44501504189;71.048078586
668.0;0.95;1.25;0.465439818357;70.4230589793
669.0;0.95;1.35;0.485935053167;69.925916475
670.0;0.95;1.45;0.506424383139;69.4236269235
671.0;0.95;1.55;0.526872367385;68.8440908488
672.0;0.95;1.65;0.547328546823;68.2787091115
673.0;0.95;1.75;0.567807880671;67.7613753345
674.0;0.95;1.85;0.588262579125;67.1944914508
675.0;0.95;1.95;0.608729789445;66.6456825426
676.0;1.05;0.05;0.270637894075;124.550076611
677.0;1.05;0.15;0.282382195543;108.034715513
678.0;1.05;0.25;0.29711143696;97.4044820429
679.0;1.05;0.35;0.3123524901;87.8392954788
680.0;1.05;0.45;0.328102224609;79.2364001463
681.0;1.05;0.55;0.345587241724;73.9970770329
682.0;1.05;0.65;0.364820832463;72.2345689907
683.0;1.05;0.75;0.384800906249;72.0702270783
684.0;1.05;0.85;0.404783468565;72.024830882
685.0;1.05;0.95;0.424616364589;71.7061632571
686.0;1.05;1.05;0.444357349581;71.1773163314
687.0;1.05;1.15;0.46408546568;70.5203193887
688.0;1.05;1.25;0.483876907742;69.9796672645
689.0;1.05;1.35;0.503714999525;69.5338941768
690.0;1.05;1.45;0.523499545552;68.9930217118
691.0;1.05;1.55;0.543196046705;68.2789255238
692.0;1.05;1.65;0.562879758054;67.5308607716
693.0;1.05;1.75;0.582609600373;66.8698739363
694.0;1.05;1.85;0.602373634319;66.2759539637
695.0;1.05;1.95;0.622167355321;65.7402547155
696.0;1.15;0.05;0.289288015148;107.886049649
697.0;1.15;0.15;0.30142864025;93.4734442744
698.0;1.15;0.25;0.317225702704;86.4647958745
699.0;1.15;0.35;0.333372772305;80.1032622515
700.0;1.15;0.45;0.350024122591;74.5682787656
701.0;1.15;0.55;0.368141303788;71.9584619261
702.0;1.15;0.65;0.38739713428;71.7400005296
703.0;1.15;0.75;0.406838713058;71.9750867193
704.0;1.15;0.85;0.425999607254;71.6650747041
705.0;1.15;0.95;0.445015081903;71.0481981305
706.0;1.15;1.05;0.464085328318;70.5200747815
707.0;1.15;1.15;0.48321194269;70.0980601436
708.0;1.15;1.25;0.502339241453;69.5970590471
709.0;1.15;1.35;0.521453953065;69.0683294376
710.0;1.15;1.45;0.540558233297;68.5177733741
711.0;1.15;1.55;0.559650539173;67.9454872297
712.0;1.15;1.65;0.578733523735;67.3553948864
713.0;1.15;1.75;0.597821297141;66.7714082338
714.0;1.15;1.85;0.616931250968;66.2299017879
715.0;1.15;1.95;0.63604317938;65.6949564332
716.0;1.25;0.05;0.310655130327;96.5144805564
717.0;1.25;0.15;0.324071310922;85.8819930597
718.0;1.25;0.25;0.338879624965;78.6493881085
719.0;1.25;0.35;0.355145190744;73.9119461895
720.0;1.25;0.45;0.372988924934;72.0032266845
721.0;1.25;0.55;0.391602337822;71.7747662643
722.0;1.25;0.65;0.410241122668;71.8340897057
723.0;1.25;0.75;0.428705086477;71.5657179393
724.0;1.25;0.85;0.447066679526;71.0036351723
725.0;1.25;0.95;0.465439665643;70.4227703651
726.0;1.25;1.05;0.483876628355;69.9791220159
727.0;1.25;1.15;0.502339104028;69.5967965722
728.0;1.25;1.25;0.520777318076;69.1628734878
729.0;1.25;1.35;0.539197015258;68.6032146079
730.0;1.25;1.45;0.557635733928;68.0760832477
731.0;1.25;1.55;0.576103553172;67.6084736747
732.0;1.25;1.65;0.594572967808;67.1486796298
733.0;1.25;1.75;0.613026724456;66.6577252912
734.0;1.25;1.85;0.631474861089;66.1546118997
735.0;1.25;1.95;0.649909349744;65.6257598815
736.0;1.35;0.05;0.333898779538;89.3148583489
737.0;1.35;0.15;0.348908647135;83.1694940206
738.0;1.35;0.25;0.361826710707;73.4527853759
739.0;1.35;0.35;0.377927939421;69.7051349097
740.0;1.35;0.45;0.396748792767;71.1734990203
741.0;1.35;0.55;0.415350468068;72.3694248923
742.0;1.35;0.65;0.432960048291;71.7491903172
743.0;1.35;0.75;0.45038734843;70.7427721243
744.0;1.35;0.85;0.468100149602;70.2250402061
745.0;1.35;0.95;0.485934946466;69.9256902493
746.0;1.35;1.05;0.50371477404;69.5334333829
747.0;1.35;1.15;0.521453851708;69.0681165546
748.0;1.35;1.25;0.539197032818;68.6032423828
749.0;1.35;1.35;0.556948241521;68.1461519098
750.0;1.35;1.45;0.574706800705;67.6210534056
751.0;1.35;1.55;0.592477557354;67.1206541358
752.0;1.35;1.65;0.610254406276;66.6343600345
753.0;1.35;1.75;0.628024275008;66.135491316
754.0;1.35;1.85;0.645782051143;65.6119225165
755.0;1.35;1.95;0.663537353294;65.0824472258
756.0;1.45;0.05;0.356541388056;81.4007077594
757.0;1.45;0.15;0.372502551326;78.5975100424
758.0;1.45;0.25;0.386353747871;71.2824995484
759.0;1.45;0.35;0.402720665992;69.3234799302
760.0;1.45;0.45;0.420912448139;71.2468893146
761.0;1.45;0.55;0.438554904943;72.0414167976
762.0;1.45;0.65;0.455371523553;71.082665262
763.0;1.45;0.75;0.472180312578;70.0885797641
764.0;1.45;0.85;0.489274506509;69.6944279785
765.0;1.45;0.95;0.50642440294;69.4236441672
766.0;1.45;1.05;0.523499439701;68.9928018712
767.0;1.45;1.15;0.54055822634;68.5177486286
768.0;1.45;1.25;0.557635822659;68.0762532053
769.0;1.45;1.35;0.574706864708;67.6211783608
770.0;1.45;1.45;0.591761589023;67.1314028547
771.0;1.45;1.55;0.60881855011;66.5643965412
772.0;1.45;1.65;0.625888432051;66.0237025033
773.0;1.45;1.75;0.642959830624;65.4877421754
774.0;1.45;1.85;0.660020733585;64.9303401256
775.0;1.45;1.95;0.677086565919;64.3808057568
776.0;1.55;0.05;0.378097267978;71.0155365448
777.0;1.55;0.15;0.394072818989;69.7066088752
778.0;1.55;0.25;0.412253878786;71.9364674813
779.0;1.55;0.35;0.429285643166;72.5348301688
780.0;1.55;0.45;0.445111930578;71.3600131254
781.0;1.55;0.55;0.461022650177;70.1698418707
782.0;1.55;0.65;0.477533984377;69.8944191323
783.0;1.55;0.75;0.494211682553;69.922315882
784.0;1.55;0.85;0.510631364112;69.5411290229
785.0;1.55;0.95;0.526872411476;68.8441812442
786.0;1.55;1.05;0.543195972421;68.2787857672
787.0;1.55;1.15;0.559650548705;67.9455001524
788.0;1.55;1.25;0.576103647334;67.6086651943
789.0;1.55;1.35;0.592477628465;67.1207957653
790.0;1.55;1.45;0.608818562039;66.5644254653
791.0;1.55;1.55;0.625188610552;66.0578031791
792.0;1.55;1.65;0.641588307572;65.5358646962
793.0;1.55;1.75;0.657984108397;65.0091689215
794.0;1.55;1.85;0.674361107924;64.444732638
795.0;1.55;1.95;0.690732339588;63.8668847992
796.0;1.65;0.05;0.401179543625;63.213782492
797.0;1.65;0.15;0.416580738001;62.1711482676
798.0;1.65;0.25;0.438134782947;72.7561681182
799.0;1.65;0.35;0.455675407177;75.737980822
800.0;1.65;0.45;0.469284755139;71.3910361307
801.0;1.65;0.55;0.483487137472;68.1397153558
802.0;1.65;0.65;0.4996743355;68.6134397154
803.0;1.65;0.75;0.516249233786;69.8090339108
804.0;1.65;0.85;0.532015800933;69.4745731036
805.0;1.65;0.95;0.5473285266;68.2786786231
806.0;1.65;1.05;0.562879642714;67.5306451084
807.0;1.65;1.15;0.578733493072;67.3553347528
808.0;1.65;1.25;0.594573019195;67.1487922944
809.0;1.65;1.35;0.610254439717;66.6344333473
810.0;1.65;1.45;0.625888414462;66.023678026
811.0;1.65;1.55;0.641588282696;65.5358126199
812.0;1.65;1.65;0.657336347994;65.1382119929
813.0;1.65;1.75;0.673067370819;64.6429701281
814.0;1.65;1.85;0.688764886869;64.0801840113
815.0;1.65;1.95;0.704450697879;63.4912921045
816.0;1.75;0.05;0.427231402661;61.2667026836
817.0;1.75;0.15;0.441970554173;60.2492423967
818.0;1.75;0.25;0.46330158692;72.1551765731
819.0;1.75;0.35;0.480669731248;76.2823432187
820.0;1.75;0.45;0.493351748195;71.2659164013
821.0;1.75;0.55;0.506456792443;67.0999382143
822.0;1.75;0.65;0.521997903579;67.6736704425
823.0;1.75;0.75;0.538143925741;69.4117862282
824.0;1.75;0.85;0.553291513037;69.2020043372
825.0;1.75;0.95;0.567807831185;67.7612867279
826.0;1.75;1.05;0.582609467497;66.8696267783
827.0;1.75;1.15;0.597821245009;66.7713005303
828.0;1.75;1.25;0.613026750901;66.6577850811
829.0;1.75;1.35;0.628024288193;66.1355234809
830.0;1.75;1.45;0.64295979918;65.4876724838
831.0;1.75;1.55;0.657984071217;65.0091008549
832.0;1.75;1.65;0.67306735765;64.6429518171
833.0;1.75;1.75;0.688119929681;64.213573562
834.0;1.75;1.85;0.703130637694;63.6364696249
835.0;1.75;1.95;0.718148199548;63.0680526718
836.0;1.85;0.05;0.454535381468;62.0717760201
837.0;1.85;0.15;0.468831058439;61.4960715076
838.0;1.85;0.25;0.48851291324;71.5558585724
839.0;1.85;0.35;0.504887160809;75.1572219167
840.0;1.85;0.45;0.517118732381;70.5733596458
841.0;1.85;0.55;0.529670903361;66.603353667
842.0;1.85;0.65;0.544535969402;67.1743056305
843.0;1.85;0.75;0.560009755645;68.9457591425
844.0;1.85;0.85;0.574465258712;68.7198420046
845.0;1.85;0.95;0.588262552806;67.1944424602
846.0;1.85;1.05;0.602373527655;66.2757514619
847.0;1.85;1.15;0.616931217966;66.2298354793
848.0;1.85;1.25;0.631474898608;66.1546891299
849.0;1.85;1.35;0.645782074206;65.6119645095
850.0;1.85;1.45;0.660020714158;64.93029846
851.0;1.85;1.55;0.674361082358;64.4446768065
852.0;1.85;1.65;0.68876488312;64.0801819191
853.0;1.85;1.75;0.703130645111;63.63647954
854.0;1.85;1.85;0.717458766151;63.1134858502
855.0;1.85;1.95;0.731822292669;62.5934619436
856.0;1.95;0.05;0.481687944713;62.6958774472
857.0;1.95;0.15;0.495464265945;62.4624443807
858.0;1.95;0.25;0.513752267188;71.0664839981
859.0;1.95;0.35;0.529089796956;73.9290455358
860.0;1.95;0.45;0.540872069006;69.7990952368
861.0;1.95;0.55;0.552960454702;66.260217695
862.0;1.95;0.65;0.567120276855;66.789693036
863.0;1.95;0.75;0.581830544441;68.4005793907
864.0;1.95;0.85;0.595592279517;68.1398363425
865.0;1.95;0.95;0.608729791738;66.6456797743
866.0;1.95;1.05;0.622167277493;65.7400951598
867.0;1.95;1.15;0.636043166239;65.6949138453
868.0;1.95;1.25;0.649909399911;65.6258548868
869.0;1.95;1.35;0.663537388454;65.082501453
870.0;1.95;1.45;0.677086560185;64.3807817414
871.0;1.95;1.55;0.690732326828;63.866859762
872.0;1.95;1.65;0.704450704313;63.4913068663
873.0;1.95;1.75;0.718148215583;63.0680951656
874.0;1.95;1.85;0.731822301168;62.5934598872
875.0;1.95;1.95;0.74554035552;62.2029806112
876.0;0.2;2.2;0.568610576059;65.5858465387
877.0;0.2;2.6;0.671339719536;64.3192843396
878.0;0.2;3.0;0.773975962235;62.8678087461
879.0;0.2;3.4;0.876598240235;61.3990073586
880.0;0.2;3.8;0.979446075992;60.3506147635
881.0;0.6;2.2;0.617177071732;65.206315144
882.0;0.6;2.6;0.708801340062;63.500597711
883.0;0.6;3.0;0.800409108565;61.7626793746
884.0;0.6;3.4;0.892249666245;60.4567169637
885.0;0.6;3.8;0.984737761533;60.413705329
886.0;1.0;2.2;0.665756892917;64.8151521902
887.0;1.0;2.6;0.746317942808;62.7440597769
888.0;1.0;3.0;0.827107529097;61.1024382163
889.0;1.0;3.4;0.908546152812;60.7328943404
890.0;1.0;3.8;0.990216836155;60.8376483497
891.0;1.4;2.2;0.713822586346;63.3561789936
892.0;1.4;2.6;0.783684829041;61.6195151179
893.0;1.4;3.0;0.854196311954;61.1621487874
894.0;1.4;3.4;0.924936367303;61.1716611197
895.0;1.4;3.8;0.995669693865;61.1667038017
896.0;1.8;2.2;0.761930473984;61.9054440286
897.0;1.8;2.6;0.821556142447;61.4419805165
898.0;1.8;3.0;0.881414705476;61.4530524956
899.0;1.8;3.4;0.941262811604;61.4423976212
900.0;1.8;3.8;1.00111144795;61.4328191236
901.0;2.2;0.2;0.568610355215;65.5854302977
902.0;2.2;0.6;0.617176764819;65.2057177171
903.0;2.2;1.0;0.665756821969;64.8150263502
904.0;2.2;1.4;0.713822586445;63.356173827
905.0;2.2;1.8;0.761930478212;61.9054428172
906.0;2.2;2.2;0.810665359604;61.6485951342
907.0;2.2;2.6;0.859642065767;61.660953261
908.0;2.2;3.0;0.90861265028;61.660186718
909.0;2.2;3.4;0.957581876914;61.6569165695
910.0;2.2;3.8;1.0065517873;61.6546674383
911.0;2.6;0.2;0.671339482347;64.3188827825
912.0;2.6;0.6;0.708801093601;63.5000757268
913.0;2.6;1.0;0.746317889413;62.7439385578
914.0;2.6;1.4;0.783684832099;61.6195638894
915.0;2.6;1.8;0.821556147928;61.4420199071
916.0;2.6;2.2;0.85964206733;61.6609543081
917.0;2.6;2.6;0.897727755891;61.8358077971
918.0;2.6;3.0;0.935815522576;61.8344696197
919.0;2.6;3.4;0.973904019454;61.8344747924
920.0;2.6;3.8;1.01199258998;61.834643945
921.0;3.0;0.2;0.773975751043;62.8674007695
922.0;3.0;0.6;0.800408898913;61.7623081291
923.0;3.0;1.0;0.827107487021;61.1022894032
924.0;3.0;1.4;0.854196317816;61.1621417773
925.0;3.0;1.8;0.881414712566;61.4530668839
926.0;3.0;2.2;0.908612653631;61.6601902567
927.0;3.0;2.6;0.935815524086;61.834466222
928.0;3.0;3.0;0.963021322604;61.9703633264
929.0;3.0;3.4;0.990227442677;61.970610866
930.0;3.0;3.8;1.01743362931;61.9706466446
931.0;3.4;0.2;0.876598085636;61.39873924
932.0;3.4;0.6;0.892249485712;60.4564179014
933.0;3.4;1.0;0.908546124571;60.7328171804
934.0;3.4;1.4;0.924936381918;61.1716556947
935.0;3.4;1.8;0.941262825508;61.4423925174
936.0;3.4;2.2;0.957581885757;61.6568952999
937.0;3.4;2.6;0.973904025954;61.8344662648
938.0;3.4;3.0;0.990227447195;61.9706708659
939.0;3.4;3.4;1.00655096445;62.0617562477
940.0;3.4;3.8;1.02287454213;62.0613950173
941.0;3.8;0.2;0.979445902726;60.3505104735
942.0;3.8;0.6;0.98473752175;60.4132369879
943.0;3.8;1.0;0.990216795422;60.8375801547
944.0;3.8;1.4;0.995669708639;61.1668360749
945.0;3.8;1.8;1.00111146262;61.4329171521
946.0;3.8;2.2;1.00655179659;61.6545906751
947.0;3.8;2.6;1.01199259655;61.8346416303
948.0;3.8;3.0;1.0174336341;61.9705662646
949.0;3.8;3.4;1.02287454273;62.0614580034
950.0;3.8;3.8;1.02831579267;62.1074893733
951.0;-0.05;-0.05;0.154942193184;309.024930307
952.0;-0.05;-0.15;0.153903456764;311.804919774
953.0;-0.05;-0.25;0.154865920121;309.340796376
954.0;-0.05;-0.35;0.164153613835;289.702443036
955.0;-0.05;-0.45;0.178507203617;262.811328621
956.0;-0.05;-0.55;0.193401524328;237.245052216
957.0;-0.05;-0.65;0.20794845773;213.357329136
958.0;-0.05;-0.75;0.222675768568;189.74945342
959.0;-0.05;-0.85;0.237859146419;166.427956135
960.0;-0.05;-0.95;0.253744839479;144.475099714
961.0;-0.05;-1.05;0.270644462196;124.563329538
962.0;-0.05;-1.15;0.289289127902;107.889676965
963.0;-0.05;-1.25;0.310651483858;96.5077008436
964.0;-0.05;-1.35;0.333896370266;89.3095445874
965.0;-0.05;-1.45;0.356541825262;81.4012542889
966.0;-0.05;-1.55;0.378098041731;71.0171758368
967.0;-0.05;-1.65;0.401179124043;63.213139645
968.0;-0.05;-1.75;0.427230401953;61.2647900281
969.0;-0.05;-1.85;0.454534866472;62.0706980636
