element_number;x[m];y[m];z_middle[m];t[mm]
970.0;-0.05;-1.95;0.481687876174;62.6957464682
971.0;-0.15;-0.05;0.153797182881;311.596187091
972.0;-0.15;-0.15;0.155401710327;309.122467595
973.0;-0.15;-0.25;0.162286866744;292.521002427
974.0;-0.15;-0.35;0.17522032315;266.557168899
975.0;-0.15;-0.45;0.190467447769;237.943008133
976.0;-0.15;-0.55;0.204965160593;212.395617018
977.0;-0.15;-0.65;0.218893581421;189.351356915
978.0;-0.15;-0.75;0.233531477124;167.43659815
979.0;-0.15;-0.85;0.249194923509;146.452599317
980.0;-0.15;-0.95;0.265454088136;126.534842544
981.0;-0.15;-1.05;0.28238767272;108.045605843
982.0;-0.15;-1.15;0.301430976354;93.4788264338
983.0;-0.15;-1.25;0.324070446831;85.8805653697
984.0;-0.15;-1.35;0.348908282503;83.168454479
985.0;-0.15;-1.45;0.372503960972;78.6000551118
986.0;-0.15;-1.55;0.394074433114;69.7098611245
987.0;-0.15;-1.65;0.416581421174;62.1725940349
988.0;-0.15;-1.75;0.441970715273;60.2495254591
989.0;-0.15;-1.85;0.468831498551;61.4968074416
990.0;-0.15;-1.95;0.495465003591;62.4638743118
991.0;-0.25;-0.05;0.154896143901;309.380342657
992.0;-0.25;-0.15;0.162274367957;292.500006596
993.0;-0.25;-0.25;0.17716740394;262.013639477
994.0;-0.25;-0.35;0.190380296565;235.258135036
995.0;-0.25;-0.45;0.202159079742;212.971079648
996.0;-0.25;-0.55;0.214952547646;189.352258475
997.0;-0.25;-0.65;0.22915695364;166.008292468
998.0;-0.25;-0.75;0.244608796401;145.127983002
999.0;-0.25;-0.85;0.261194945481;127.276620571
1000.0;-0.25;-0.95;0.278630074828;111.401970567
1001.0;-0.25;-1.05;0.297112521205;97.4065892972
1002.0;-0.25;-1.15;0.317225783662;86.465228869
1003.0;-0.25;-1.25;0.338878555321;78.6473859099
1004.0;-0.25;-1.35;0.361825925151;73.4511048733
1005.0;-0.25;-1.45;0.386353835545;71.2825602166
1006.0;-0.25;-1.55;0.412254168448;71.937097979
1007.0;-0.25;-1.65;0.438134576814;72.7558243972
1008.0;-0.25;-1.75;0.463301175986;72.1543704814
1009.0;-0.25;-1.85;0.488512674745;71.5554021213
1010.0;-0.25;-1.95;0.513752256337;71.0664610049
1011.0;-0.35;-0.05;0.164240117861;289.883038547
1012.0;-0.35;-0.15;0.17522692416;266.566675047
1013.0;-0.35;-0.25;0.190372356373;235.239643976
1014.0;-0.35;-0.35;0.203240606336;209.29822694
1015.0;-0.35;-0.45;0.214264081338;187.853995295
1016.0;-0.35;-0.55;0.226654521914;166.958689951
1017.0;-0.35;-0.65;0.241236956063;145.628642067
1018.0;-0.35;-0.75;0.257260049116;126.450329769
1019.0;-0.35;-0.85;0.274324534471;110.635103194
1020.0;-0.35;-0.95;0.292602987531;97.8843795808
1021.0;-0.35;-1.05;0.312350771356;87.8358905579
1022.0;-0.35;-1.15;0.333371255399;80.1002722605
1023.0;-0.35;-1.25;0.355143771051;73.909132322
1024.0;-0.35;-1.35;0.377926724914;69.7027368
1025.0;-0.35;-1.45;0.402719755866;69.3216784821
1026.0;-0.35;-1.55;0.42928487117;72.5333286699
1027.0;-0.35;-1.65;0.45567454297;75.7363309237
1028.0;-0.35;-1.75;0.480668854152;76.2806417294
1029.0;-0.35;-1.85;0.504886407404;75.1557284698
1030.0;-0.35;-1.95;0.529089184317;73.9278275642
1031.0;-0.45;-0.05;0.178525191945;262.87919247
1032.0;-0.45;-0.15;0.190467373358;237.949181681
1033.0;-0.45;-0.25;0.202159053681;212.969210091
1034.0;-0.45;-0.35;0.21426874878;187.863299594
1035.0;-0.45;-0.45;0.226780386543;165.912517573
1036.0;-0.45;-0.55;0.240389210393;146.272296368
1037.0;-0.45;-0.65;0.255497204254;127.875199515
1038.0;-0.45;-0.75;0.271698987559;111.141116096
1039.0;-0.45;-0.85;0.2888831886;97.0825221531
1040.0;-0.45;-0.95;0.307595117321;86.4807081834
1041.0;-0.45;-1.05;0.328101156857;79.2342811596
1042.0;-0.45;-1.15;0.350023632493;74.5672192461
1043.0;-0.45;-1.25;0.372988860847;72.0030814583
1044.0;-0.45;-1.35;0.39674866375;71.1732730882
1045.0;-0.45;-1.45;0.420912182467;71.2463883017
1046.0;-0.45;-1.55;0.445111669767;71.3594890286
1047.0;-0.45;-1.65;0.469284570852;71.3906678245
1048.0;-0.45;-1.75;0.493351573091;71.2655701298
1049.0;-0.45;-1.85;0.517118572017;70.5730450674
1050.0;-0.45;-1.95;0.540871923682;69.7987914215
1051.0;-0.55;-0.05;0.193366115586;237.179938275
1052.0;-0.55;-0.15;0.204949446675;212.366609123
1053.0;-0.55;-0.25;0.21495489101;189.357279753
1054.0;-0.55;-0.35;0.226663849207;166.977113056
1055.0;-0.55;-0.45;0.24039418132;146.281815555
1056.0;-0.55;-0.55;0.255136847759;128.087403004
1057.0;-0.55;-0.65;0.270651936049;111.916796225
1058.0;-0.55;-0.75;0.287132682274;97.7879404761
1059.0;-0.55;-0.85;0.304905135539;86.4446651253
1060.0;-0.55;-0.95;0.324376629154;78.5672862418
1061.0;-0.55;-1.05;0.345587333578;73.9972485862
1062.0;-0.55;-1.15;0.368141897438;71.9595037197
1063.0;-0.55;-1.25;0.391603339355;71.7766980958
1064.0;-0.55;-1.35;0.415351258964;72.371018138
1065.0;-0.55;-1.45;0.438555350915;72.0423157626
1066.0;-0.55;-1.55;0.461023009583;70.1705345465
1067.0;-0.55;-1.65;0.483487587838;68.1406036233
1068.0;-0.55;-1.75;0.506457251985;67.1008453078
1069.0;-0.55;-1.85;0.52967129995;66.6041451693
1070.0;-0.55;-1.95;0.552960789571;66.2608838237
1071.0;-0.65;-0.05;0.207929788214;213.309263845
1072.0;-0.65;-0.15;0.218882335364;189.325527329
1073.0;-0.65;-0.25;0.229157603615;166.009725973
1074.0;-0.65;-0.35;0.241243234354;145.642136594
1075.0;-0.65;-0.45;0.255500327362;127.882190652
1076.0;-0.65;-0.55;0.270651449979;111.916264227
1077.0;-0.65;-0.65;0.286420144099;97.9222124195
1078.0;-0.65;-0.75;0.303539297678;86.6633128996
1079.0;-0.65;-0.85;0.322462045053;78.8701741642
1080.0;-0.65;-0.95;0.343020976921;74.3027847144
1081.0;-0.65;-1.05;0.364820730976;72.2343656063
1082.0;-0.65;-1.15;0.387397430155;71.7404935558
1083.0;-0.65;-1.25;0.410241803452;71.8353905865
1084.0;-0.65;-1.35;0.432960583915;71.7502922304
1085.0;-0.65;-1.45;0.455371754759;71.0831556511
1086.0;-0.65;-1.55;0.477534150398;69.8947206451
1087.0;-0.65;-1.65;0.499674599085;68.6139514051
1088.0;-0.65;-1.75;0.52199820922;67.674263558
1089.0;-0.65;-1.85;0.544536213026;67.1747995567
1090.0;-0.65;-1.95;0.567120461566;66.7900444146
1091.0;-0.75;-0.05;0.222689036371;189.770411457
1092.0;-0.75;-0.15;0.233534170607;167.439383505
1093.0;-0.75;-0.25;0.244610131513;145.130310168
1094.0;-0.75;-0.35;0.257262221093;126.455154559
1095.0;-0.75;-0.45;0.271698425529;111.140411662
1096.0;-0.75;-0.55;0.287129927255;97.7827181273
1097.0;-0.75;-0.65;0.303537487146;86.6599167741
1098.0;-0.75;-0.75;0.321642271012;78.8837443175
1099.0;-0.75;-0.85;0.341638560809;74.4761209807
1100.0;-0.75;-0.95;0.362917410266;72.5946190315
1101.0;-0.75;-1.05;0.384800150391;72.0687407981
1102.0;-0.75;-1.15;0.406838320426;71.9742463229
1103.0;-0.75;-1.25;0.428705058859;71.5656400145
1104.0;-0.75;-1.35;0.450387277145;70.7426535647
1105.0;-0.75;-1.45;0.472180052887;70.0880875836
1106.0;-0.75;-1.55;0.494211413943;69.9217708277
1107.0;-0.75;-1.65;0.516249078535;69.8087165599
1108.0;-0.75;-1.75;0.53814383883;69.41160925
1109.0;-0.75;-1.85;0.560009638305;68.9455391619
1110.0;-0.75;-1.95;0.581830396827;68.4002872229
1111.0;-0.85;-0.05;0.237874250554;166.460906992
1112.0;-0.85;-0.15;0.249200115072;146.463901356
1113.0;-0.85;-0.25;0.261196751248;127.280317138
1114.0;-0.85;-0.35;0.274325783958;110.637512748
1115.0;-0.85;-0.45;0.288882223922;97.0804396794
1116.0;-0.85;-0.55;0.304902580512;86.4394201014
1117.0;-0.85;-0.65;0.322460262344;78.8665224548
1118.0;-0.85;-0.75;0.341638230757;74.4754023201
1119.0;-0.85;-0.85;0.36217707182;72.685445973
1120.0;-0.85;-0.95;0.38342598092;72.1880472152
1121.0;-0.85;-1.05;0.404782738686;72.0233870128
1122.0;-0.85;-1.15;0.425999171119;71.6641668722
1123.0;-0.85;-1.25;0.447066533498;71.00333314
1124.0;-0.85;-1.35;0.468099986799;70.2247389393
1125.0;-0.85;-1.45;0.48927421398;69.6938634825
1126.0;-0.85;-1.55;0.510631068944;69.5405425127
1127.0;-0.85;-1.65;0.532015604407;69.4741698184
1128.0;-0.85;-1.75;0.553291374083;69.2017268861
1129.0;-0.85;-1.85;0.574465103486;68.7195479995
1130.0;-0.85;-1.95;0.595592102349;68.139478788
1131.0;-0.95;-0.05;0.25374432707;144.477238134
1132.0;-0.95;-0.15;0.265452059586;126.532282046
1133.0;-0.95;-0.25;0.278630272389;111.402759326
1134.0;-0.95;-0.35;0.292604736041;97.887744359
1135.0;-0.95;-0.45;0.30759561989;86.4814781561
1136.0;-0.95;-0.55;0.324375785987;78.5653989522
1137.0;-0.95;-0.65;0.343020491845;74.301654675
1138.0;-0.95;-0.75;0.362917839341;72.5953491322
1139.0;-0.95;-0.85;0.383426485194;72.1889591084
1140.0;-0.95;-0.95;0.404087214811;72.1156730184
1141.0;-0.95;-1.05;0.424616124835;71.7056885583
1142.0;-0.95;-1.15;0.44501504189;71.048078586
1143.0;-0.95;-1.25;0.465439818357;70.4230612164
1144.0;-0.95;-1.35;0.485935053166;69.9259168375
1145.0;-0.95;-1.45;0.506424383139;69.4236269235
1146.0;-0.95;-1.55;0.526872367385;68.8440908488
1147.0;-0.95;-1.65;0.547328546823;68.2787102001
1148.0;-0.95;-1.75;0.567807880672;67.7613760127
1149.0;-0.95;-1.85;0.588262579125;67.1944914508
1150.0;-0.95;-1.95;0.608729789445;66.6456825426
1151.0;-1.05;-0.05;0.270637894076;124.550071415
1152.0;-1.05;-0.15;0.282382195538;108.034717195
1153.0;-1.05;-0.25;0.29711143696;97.4044820429
1154.0;-1.05;-0.35;0.3123524901;87.8392954788
1155.0;-1.05;-0.45;0.328102224608;79.2363922095
1156.0;-1.05;-0.55;0.345587241728;73.9970838689
1157.0;-1.05;-0.65;0.364820832463;72.2345689907
1158.0;-1.05;-0.75;0.384800906249;72.0702270783
1159.0;-1.05;-0.85;0.404783468566;72.0248361161
1160.0;-1.05;-0.95;0.424616364589;71.7061593617
1161.0;-1.05;-1.05;0.444357349581;71.1773163314
1162.0;-1.05;-1.15;0.46408546568;70.5203193887
1163.0;-1.05;-1.25;0.483876907742;69.9796654818
1164.0;-1.05;-1.35;0.503714999525;69.5338937147
1165.0;-1.05;-1.45;0.523499545552;68.9930217118
1166.0;-1.05;-1.55;0.543196046705;68.2789255238
1167.0;-1.05;-1.65;0.562879758054;67.5308600712
1168.0;-1.05;-1.75;0.582609600373;66.8698728826
1169.0;-1.05;-1.85;0.602373634319;66.2759539637
1170.0;-1.05;-1.95;0.622167355321;65.7402547155
1171.0;-1.15;-0.05;0.289288015153;107.886039835
1172.0;-1.15;-0.15;0.301428640247;93.4734414974
1173.0;-1.15;-0.25;0.317225702704;86.4647958745
1174.0;-1.15;-0.35;0.333372772305;80.1032622515
1175.0;-1.15;-0.45;0.350024122593;74.5682826392
1176.0;-1.15;-0.55;0.368141303788;71.9584553512
1177.0;-1.15;-0.65;0.38739713428;71.7400005296
1178.0;-1.15;-0.75;0.406838713058;71.9750867193
1179.0;-1.15;-0.85;0.425999607255;71.6650748965
1180.0;-1.15;-0.95;0.445015081905;71.0481959554
1181.0;-1.15;-1.05;0.464085328318;70.5200747815
1182.0;-1.15;-1.15;0.48321194269;70.0980601436
1183.0;-1.15;-1.25;0.502339241453;69.5970587694
1184.0;-1.15;-1.35;0.521453953066;69.0683280456
1185.0;-1.15;-1.45;0.540558233297;68.5177733741
1186.0;-1.15;-1.55;0.559650539173;67.9454872297
1187.0;-1.15;-1.65;0.578733523734;67.3553945148
1188.0;-1.15;-1.75;0.597821297142;66.771408719
1189.0;-1.15;-1.85;0.616931250968;66.2299017879
1190.0;-1.15;-1.95;0.63604317938;65.6949564332
1191.0;-1.25;-0.05;0.310655130329;96.5144803442
1192.0;-1.25;-0.15;0.324071310921;85.8819812125
1193.0;-1.25;-0.25;0.338879624965;78.6493881085
1194.0;-1.25;-0.35;0.355145190744;73.9119461895
1195.0;-1.25;-0.45;0.372988924933;72.0032469849
1196.0;-1.25;-0.55;0.391602337827;71.7747576314
1197.0;-1.25;-0.65;0.410241122668;71.8340897057
1198.0;-1.25;-0.75;0.428705086477;71.5657179393
1199.0;-1.25;-0.85;0.447066679526;71.0036308171
1200.0;-1.25;-0.95;0.465439665642;70.4227697647
1201.0;-1.25;-1.05;0.483876628355;69.9791220159
1202.0;-1.25;-1.15;0.502339104028;69.5967965722
1203.0;-1.25;-1.25;0.520777318075;69.1628743465
1204.0;-1.25;-1.35;0.539197015258;68.6032169357
1205.0;-1.25;-1.45;0.557635733928;68.0760832477
1206.0;-1.25;-1.55;0.576103553172;67.6084736747
1207.0;-1.25;-1.65;0.594572967808;67.1486814835
1208.0;-1.25;-1.75;0.613026724456;66.6577277147
1209.0;-1.25;-1.85;0.631474861089;66.1546118997
1210.0;-1.25;-1.95;0.649909349744;65.6257598815
1211.0;-1.35;-0.05;0.333898779538;89.314853979
1212.0;-1.35;-0.15;0.348908647132;83.1695033114
1213.0;-1.35;-0.25;0.361826710707;73.4527853759
1214.0;-1.35;-0.35;0.377927939421;69.7051349097
1215.0;-1.35;-0.45;0.396748792767;71.1734942581
1216.0;-1.35;-0.55;0.415350468067;72.3694210145
1217.0;-1.35;-0.65;0.432960048291;71.7491903172
1218.0;-1.35;-0.75;0.45038734843;70.7427721243
1219.0;-1.35;-0.85;0.468100149601;70.2250424233
1220.0;-1.35;-0.95;0.485934946466;69.9256908852
1221.0;-1.35;-1.05;0.50371477404;69.5334333829
1222.0;-1.35;-1.15;0.521453851708;69.0681165546
1223.0;-1.35;-1.25;0.539197032817;68.6032438329
1224.0;-1.35;-1.35;0.556948241522;68.1461502727
1225.0;-1.35;-1.45;0.574706800705;67.6210534056
1226.0;-1.35;-1.55;0.592477557354;67.1206541358
1227.0;-1.35;-1.65;0.610254406276;66.6343592124
1228.0;-1.35;-1.75;0.628024275008;66.1354932495
1229.0;-1.35;-1.85;0.645782051143;65.6119225165
1230.0;-1.35;-1.95;0.663537353294;65.0824472258
1231.0;-1.45;-0.05;0.35654138805;81.4007042051
1232.0;-1.45;-0.15;0.372502551327;78.5975099184
1233.0;-1.45;-0.25;0.386353747871;71.2824995484
1234.0;-1.45;-0.35;0.402720665992;69.3234799302
1235.0;-1.45;-0.45;0.420912448144;71.2468996948
1236.0;-1.45;-0.55;0.43855490494;72.0414120268
1237.0;-1.45;-0.65;0.455371523553;71.082665262
1238.0;-1.45;-0.75;0.472180312578;70.0885797641
1239.0;-1.45;-0.85;0.489274506507;69.6944253389
1240.0;-1.45;-0.95;0.506424402939;69.4236502104
1241.0;-1.45;-1.05;0.523499439701;68.9928018712
1242.0;-1.45;-1.15;0.54055822634;68.5177486286
1243.0;-1.45;-1.25;0.557635822658;68.0762546258
1244.0;-1.45;-1.35;0.574706864709;67.6211777683
1245.0;-1.45;-1.45;0.591761589023;67.1314028547
1246.0;-1.45;-1.55;0.60881855011;66.5643965412
1247.0;-1.45;-1.65;0.625888432051;66.0237071741
1248.0;-1.45;-1.75;0.642959830624;65.4877427097
1249.0;-1.45;-1.85;0.660020733585;64.9303401256
1250.0;-1.45;-1.95;0.677086565919;64.3808057568
1251.0;-1.55;-0.05;0.378097267972;71.015543604
1252.0;-1.55;-0.15;0.394072818994;69.7066120434
1253.0;-1.55;-0.25;0.412253878786;71.9364674813
1254.0;-1.55;-0.35;0.429285643166;72.5348301688
1255.0;-1.55;-0.45;0.445111930579;71.3600109424
1256.0;-1.55;-0.55;0.461022650173;70.169840329
1257.0;-1.55;-0.65;0.477533984377;69.8944191323
1258.0;-1.55;-0.75;0.494211682553;69.922315882
1259.0;-1.55;-0.85;0.510631364109;69.5411367762
1260.0;-1.55;-0.95;0.526872411476;68.844177473
1261.0;-1.55;-1.05;0.543195972421;68.2787857672
1262.0;-1.55;-1.15;0.559650548705;67.9455001524
1263.0;-1.55;-1.25;0.576103647333;67.608665352
1264.0;-1.55;-1.35;0.592477628468;67.1207994581
1265.0;-1.55;-1.45;0.608818562039;66.5644254653
1266.0;-1.55;-1.55;0.625188610552;66.0578031791
1267.0;-1.55;-1.65;0.641588307571;65.5358661611
1268.0;-1.55;-1.75;0.657984108397;65.0091718953
1269.0;-1.55;-1.85;0.674361107924;64.444732638
1270.0;-1.55;-1.95;0.690732339588;63.8668847992
1271.0;-1.65;-0.05;0.401179543638;63.2138037156
1272.0;-1.65;-0.15;0.416580738009;62.1711593313
1273.0;-1.65;-0.25;0.438134782947;72.7561681182
1274.0;-1.65;-0.35;0.455675407177;75.737980822
1275.0;-1.65;-0.45;0.469284755134;71.3910458961
1276.0;-1.65;-0.55;0.483487137471;68.1397477849
1277.0;-1.65;-0.65;0.4996743355;68.6134397154
1278.0;-1.65;-0.75;0.516249233786;69.8090339108
1279.0;-1.65;-0.85;0.53201580093;69.4745756143
1280.0;-1.65;-0.95;0.547328526599;68.2786722921
1281.0;-1.65;-1.05;0.562879642714;67.5306451084
1282.0;-1.65;-1.15;0.578733493072;67.3553347528
1283.0;-1.65;-1.25;0.594573019197;67.1487893344
1284.0;-1.65;-1.35;0.610254439718;66.6344315286
1285.0;-1.65;-1.45;0.625888414462;66.023678026
1286.0;-1.65;-1.55;0.641588282696;65.5358126199
1287.0;-1.65;-1.65;0.657336347992;65.1382114113
1288.0;-1.65;-1.75;0.673067370817;64.6429711054
1289.0;-1.65;-1.85;0.688764886869;64.0801840113
1290.0;-1.65;-1.95;0.704450697879;63.4912921045
1291.0;-1.75;-0.05;0.427231402661;61.2667023344
1292.0;-1.75;-0.15;0.441970554172;60.2492206677
1293.0;-1.75;-0.25;0.46330158692;72.1551765731
1294.0;-1.75;-0.35;0.480669731248;76.2823432187
1295.0;-1.75;-0.45;0.493351748186;71.2659101805
1296.0;-1.75;-0.55;0.506456792454;67.0999475542
1297.0;-1.75;-0.65;0.521997903579;67.6736704425
1298.0;-1.75;-0.75;0.538143925741;69.4117862282
1299.0;-1.75;-0.85;0.553291513035;69.2020106445
1300.0;-1.75;-0.95;0.567807831184;67.761283686
1301.0;-1.75;-1.05;0.582609467497;66.8696267783
1302.0;-1.75;-1.15;0.597821245009;66.7713005303
1303.0;-1.75;-1.25;0.613026750902;66.6577851751
1304.0;-1.75;-1.35;0.628024288192;66.1355210776
1305.0;-1.75;-1.45;0.64295979918;65.4876724838
1306.0;-1.75;-1.55;0.657984071217;65.0091008549
1307.0;-1.75;-1.65;0.673067357651;64.6429503976
1308.0;-1.75;-1.75;0.688119929681;64.2135769813
1309.0;-1.75;-1.85;0.703130637694;63.6364696249
1310.0;-1.75;-1.95;0.718148199548;63.0680526718
1311.0;-1.85;-0.05;0.454535381456;62.0718132335
1312.0;-1.85;-0.15;0.468831058451;61.4960264489
1313.0;-1.85;-0.25;0.48851291324;71.5558585724
1314.0;-1.85;-0.35;0.504887160809;75.1572219167
1315.0;-1.85;-0.45;0.517118732381;70.5733821977
1316.0;-1.85;-0.55;0.529670903361;66.6033506726
1317.0;-1.85;-0.65;0.544535969402;67.1743056305
1318.0;-1.85;-0.75;0.560009755645;68.9457591425
1319.0;-1.85;-0.85;0.57446525871;68.7198459086
1320.0;-1.85;-0.95;0.588262552806;67.194436889
1321.0;-1.85;-1.05;0.602373527655;66.2757514619
1322.0;-1.85;-1.15;0.616931217966;66.2298354793
1323.0;-1.85;-1.25;0.631474898609;66.1546889925
1324.0;-1.85;-1.35;0.645782074206;65.6119632778
1325.0;-1.85;-1.45;0.660020714158;64.93029846
1326.0;-1.85;-1.55;0.674361082358;64.4446768065
1327.0;-1.85;-1.65;0.688764883117;64.0801802137
1328.0;-1.85;-1.75;0.703130645108;63.6364856029
1329.0;-1.85;-1.85;0.717458766151;63.1134858502
1330.0;-1.85;-1.95;0.731822292669;62.5934619436
1331.0;-1.95;-0.05;0.481687944727;62.6959350875
1332.0;-1.95;-0.15;0.495464265945;62.4624247797
1333.0;-1.95;-0.25;0.513752267188;71.0664839981
1334.0;-1.95;-0.35;0.529089796956;73.9290455358
1335.0;-1.95;-0.45;0.540872069007;69.7990589024
1336.0;-1.95;-0.55;0.552960454698;66.2602206184
1337.0;-1.95;-0.65;0.567120276855;66.789693036
1338.0;-1.95;-0.75;0.581830544441;68.4005793907
1339.0;-1.95;-0.85;0.595592279515;68.1398347796
1340.0;-1.95;-0.95;0.60872979174;66.6456900646
1341.0;-1.95;-1.05;0.622167277493;65.7400951598
1342.0;-1.95;-1.15;0.636043166239;65.6949138453
1343.0;-1.95;-1.25;0.649909399909;65.6258562084
1344.0;-1.95;-1.35;0.663537388452;65.0825030182
1345.0;-1.95;-1.45;0.677086560185;64.3807817414
1346.0;-1.95;-1.55;0.690732326828;63.866859762
1347.0;-1.95;-1.65;0.704450704312;63.4913073894
1348.0;-1.95;-1.75;0.718148215587;63.068093204
1349.0;-1.95;-1.85;0.731822301168;62.5934598872
1350.0;-1.95;-1.95;0.74554035552;62.2029806112
1351.0;-0.2;-2.2;0.568610576058;65.585847247
1352.0;-0.2;-2.6;0.67133971954;64.3192852841
1353.0;-0.2;-3.0;0.773975962235;62.8678087461
1354.0;-0.2;-3.4;0.876598240235;61.3990073586
1355.0;-0.2;-3.8;0.979446075979;60.3506367735
1356.0;-0.6;-2.2;0.617177071735;65.2063172869
1357.0;-0.6;-2.6;0.708801340062;63.500597711
1358.0;-0.6;-3.0;0.800409108565;61.7626793746
1359.0;-0.6;-3.4;0.892249666246;60.4567432836
1360.0;-0.6;-3.8;0.984737761498;60.4137357508
1361.0;-1.0;-2.2;0.665756892917;64.8151521902
1362.0;-1.0;-2.6;0.746317942808;62.7440597769
1363.0;-1.0;-3.0;0.827107529088;61.1024533215
1364.0;-1.0;-3.4;0.908546152778;60.732905148
1365.0;-1.0;-3.8;0.990216836155;60.8376483497
1366.0;-1.4;-2.2;0.713822586346;63.3561789936
1367.0;-1.4;-2.6;0.783684829045;61.6195071944
1368.0;-1.4;-3.0;0.854196311951;61.1621383323
1369.0;-1.4;-3.4;0.924936367303;61.1716611197
1370.0;-1.4;-3.8;0.995669693865;61.1667038017
1371.0;-1.8;-2.2;0.761930473987;61.9054528286
1372.0;-1.8;-2.6;0.821556142448;61.4419737355
1373.0;-1.8;-3.0;0.881414705476;61.4530524956
1374.0;-1.8;-3.4;0.941262811604;61.4423976212
1375.0;-1.8;-3.8;1.00111144795;61.4327843908
1376.0;-2.2;-0.2;0.568610355221;65.5854101965
1377.0;-2.2;-0.6;0.617176764819;65.2057177171
1378.0;-2.2;-1.0;0.665756821969;64.8150263502
1379.0;-2.2;-1.4;0.713822586443;63.3561751207
1380.0;-2.2;-1.8;0.761930478218;61.9054415944
1381.0;-2.2;-2.2;0.810665359604;61.6485951342
1382.0;-2.2;-2.6;0.859642065767;61.660953261
1383.0;-2.2;-3.0;0.908612650299;61.6601853929
1384.0;-2.2;-3.4;0.9575818769;61.6569641971
1385.0;-2.2;-3.8;1.0065517873;61.6546674383
1386.0;-2.6;-0.2;0.671339482347;64.3188827825
1387.0;-2.6;-0.6;0.708801093615;63.5000869143
1388.0;-2.6;-1.0;0.746317889416;62.7439330611
1389.0;-2.6;-1.4;0.783684832099;61.6195638894
1390.0;-2.6;-1.8;0.821556147928;61.4420199071
1391.0;-2.6;-2.2;0.85964206732;61.6609561391
1392.0;-2.6;-2.6;0.89772775586;61.835815948
1393.0;-2.6;-3.0;0.935815522576;61.8344696197
1394.0;-2.6;-3.4;0.973904019454;61.8344747924
1395.0;-2.6;-3.8;1.01199259005;61.834612948
1396.0;-3.0;-0.2;0.773975751032;62.8673513773
1397.0;-3.0;-0.6;0.800408898913;61.7623081291
1398.0;-3.0;-1.0;0.827107487021;61.1022894032
1399.0;-3.0;-1.4;0.854196317812;61.1621687492
1400.0;-3.0;-1.8;0.881414712582;61.4530394906
1401.0;-3.0;-2.2;0.908612653631;61.6601902567
1402.0;-3.0;-2.6;0.935815524086;61.834466222
1403.0;-3.0;-3.0;0.963021322643;61.9703893573
1404.0;-3.0;-3.4;0.990227442661;61.9706179107
1405.0;-3.0;-3.8;1.01743362931;61.9706466446
1406.0;-3.4;-0.2;0.876598085636;61.39873924
1407.0;-3.4;-0.6;0.892249485734;60.4564993469
1408.0;-3.4;-1.0;0.90854612457;60.7328078189
1409.0;-3.4;-1.4;0.924936381918;61.1716556947
1410.0;-3.4;-1.8;0.941262825508;61.4423925174
1411.0;-3.4;-2.2;0.957581885766;61.6568912256
1412.0;-3.4;-2.6;0.973904025996;61.8344873021
1413.0;-3.4;-3.0;0.990227447195;61.9706708659
1414.0;-3.4;-3.4;1.00655096445;62.0617562477
1415.0;-3.4;-3.8;1.02287454197;62.0613951409
1416.0;-3.8;-0.2;0.979445902677;60.3503320279
1417.0;-3.8;-0.6;0.98473752175;60.4132369879
1418.0;-3.8;-1.0;0.990216795422;60.8375801547
1419.0;-3.8;-1.4;0.995669708556;61.1668365977
1420.0;-3.8;-1.8;1.00111146269;61.4329485701
1421.0;-3.8;-2.2;1.00655179659;61.6545906751
1422.0;-3.8;-2.6;1.01199259655;61.8346416303
1423.0;-3.8;-3.0;1.01743363408;61.9706221055
1424.0;-3.8;-3.4;1.02287454268;62.0614793398
1425.0;-3.8;-3.8;1.02831579267;62.1074893733
1426.0;-0.05;0.05;0.154942193184;309.024930307
1427.0;-0.05;0.15;0.15390345677;311.804921998
1428.0;-0.05;0.25;0.154865920122;309.340793325
1429.0;-0.05;0.35;0.164153613835;289.702443036
1430.0;-0.05;0.45;0.178507203617;262.811328621
